concept_a_id,concept_a,concept_b_id,concept_b,cooccurrence_count,gcn_adj_weight
58,concept_58,175,concept_175,8.0,0.0
58,concept_58,190,concept_190,8.0,0.0
58,concept_58,204,concept_204,8.0,0.0
58,concept_58,207,concept_207,8.0,0.0
58,concept_58,276,concept_276,8.0,0.0
58,concept_58,301,concept_301,8.0,0.0
59,concept_59,224,concept_224,8.0,0.0
59,concept_59,280,concept_280,8.0,0.0
59,concept_59,287,concept_287,8.0,0.0
59,concept_59,301,concept_301,8.0,0.0
60,concept_60,63,concept_63,8.0,0.0
60,concept_60,97,concept_97,8.0,0.0
60,concept_60,103,concept_103,8.0,0.0
60,concept_60,110,concept_110,8.0,0.0
60,concept_60,111,concept_111,8.0,0.0
60,concept_60,155,concept_155,8.0,0.0
60,concept_60,185,concept_185,8.0,0.0
60,concept_60,202,concept_202,8.0,0.0
60,concept_60,203,concept_203,8.0,0.0
60,concept_60,246,concept_246,8.0,0.0
60,concept_60,251,concept_251,8.0,0.0
60,concept_60,280,concept_280,8.0,0.0
60,concept_60,296,concept_296,8.0,0.0
60,concept_60,301,concept_301,8.0,0.0
61,concept_61,119,concept_119,8.0,0.0
61,concept_61,163,concept_163,8.0,0.0
61,concept_61,197,concept_197,8.0,0.0
61,concept_61,209,concept_209,8.0,0.0
61,concept_61,221,concept_221,8.0,0.0
61,concept_61,260,concept_260,8.0,0.0
62,concept_62,119,concept_119,8.0,0.0
62,concept_62,211,concept_211,8.0,0.0
62,concept_62,277,concept_277,8.0,0.0
62,concept_62,306,concept_306,8.0,0.0
63,concept_63,66,concept_66,8.0,0.0
63,concept_63,87,concept_87,8.0,0.0
63,concept_63,128,concept_128,8.0,0.0
63,concept_63,177,concept_177,8.0,0.0
63,concept_63,186,concept_186,8.0,0.0
63,concept_63,199,concept_199,8.0,0.0
63,concept_63,285,concept_285,8.0,0.0
64,concept_64,73,concept_73,8.0,0.0
64,concept_64,94,concept_94,8.0,0.0
64,concept_64,139,concept_139,8.0,0.0
64,concept_64,160,concept_160,8.0,0.0
64,concept_64,192,concept_192,8.0,0.0
64,concept_64,227,concept_227,8.0,0.0
64,concept_64,233,concept_233,8.0,0.0
64,concept_64,261,concept_261,8.0,0.0
64,concept_64,309,concept_309,8.0,0.0
65,concept_65,94,concept_94,8.0,0.0
65,concept_65,97,concept_97,8.0,0.0
65,concept_65,121,concept_121,8.0,0.0
65,concept_65,133,concept_133,8.0,0.0
65,concept_65,182,concept_182,8.0,0.0
65,concept_65,237,concept_237,8.0,0.0
65,concept_65,278,concept_278,8.0,0.0
65,concept_65,305,concept_305,8.0,0.0
65,concept_65,309,concept_309,8.0,0.0
66,concept_66,78,concept_78,8.0,0.0
66,concept_66,84,concept_84,8.0,0.0
66,concept_66,104,concept_104,8.0,0.0
66,concept_66,105,concept_105,8.0,0.0
66,concept_66,116,concept_116,8.0,0.0
66,concept_66,159,concept_159,8.0,0.0
66,concept_66,179,concept_179,8.0,0.0
66,concept_66,196,concept_196,8.0,0.0
66,concept_66,199,concept_199,8.0,0.0
66,concept_66,211,concept_211,8.0,0.0
66,concept_66,245,concept_245,8.0,0.0
66,concept_66,249,concept_249,8.0,0.0
67,concept_67,195,concept_195,8.0,0.0
67,concept_67,220,concept_220,8.0,0.0
67,concept_67,236,concept_236,8.0,0.0
67,concept_67,243,concept_243,8.0,0.0
67,concept_67,302,concept_302,8.0,0.0
67,concept_67,310,concept_310,8.0,0.0
68,concept_68,85,concept_85,8.0,0.0
68,concept_68,121,concept_121,8.0,0.0
68,concept_68,188,concept_188,8.0,0.0
68,concept_68,194,concept_194,8.0,0.0
68,concept_68,208,concept_208,8.0,0.0
68,concept_68,246,concept_246,8.0,0.0
69,concept_69,112,concept_112,8.0,0.0
69,concept_69,127,concept_127,8.0,0.0
69,concept_69,171,concept_171,8.0,0.0
69,concept_69,185,concept_185,8.0,0.0
69,concept_69,190,concept_190,8.0,0.0
69,concept_69,287,concept_287,8.0,0.0
70,concept_70,109,concept_109,8.0,0.0
70,concept_70,138,concept_138,8.0,0.0
70,concept_70,154,concept_154,8.0,0.0
70,concept_70,192,concept_192,8.0,0.0
70,concept_70,287,concept_287,8.0,0.0
70,concept_70,303,concept_303,8.0,0.0
71,concept_71,114,concept_114,8.0,0.0
71,concept_71,116,concept_116,8.0,0.0
71,concept_71,125,concept_125,8.0,0.0
71,concept_71,147,concept_147,8.0,0.0
71,concept_71,196,concept_196,8.0,0.0
71,concept_71,202,concept_202,8.0,0.0
71,concept_71,208,concept_208,8.0,0.0
71,concept_71,294,concept_294,8.0,0.0
71,concept_71,309,concept_309,8.0,0.0
72,concept_72,122,concept_122,8.0,0.0
72,concept_72,127,concept_127,8.0,0.0
72,concept_72,180,concept_180,8.0,0.0
72,concept_72,186,concept_186,8.0,0.0
72,concept_72,267,concept_267,8.0,0.0
72,concept_72,287,concept_287,8.0,0.0
73,concept_73,207,concept_207,8.0,0.0
73,concept_73,278,concept_278,8.0,0.0
74,concept_74,127,concept_127,8.0,0.0
74,concept_74,138,concept_138,8.0,0.0
74,concept_74,169,concept_169,8.0,0.0
74,concept_74,175,concept_175,8.0,0.0
74,concept_74,201,concept_201,8.0,0.0
75,concept_75,129,concept_129,8.0,0.0
76,concept_76,130,concept_130,8.0,0.0
76,concept_76,140,concept_140,8.0,0.0
76,concept_76,144,concept_144,8.0,0.0
76,concept_76,156,concept_156,8.0,0.0
76,concept_76,180,concept_180,8.0,0.0
76,concept_76,185,concept_185,8.0,0.0
76,concept_76,191,concept_191,8.0,0.0
77,concept_77,265,concept_265,8.0,0.0
78,concept_78,105,concept_105,8.0,0.0
78,concept_78,127,concept_127,8.0,0.0
78,concept_78,190,concept_190,8.0,0.0
78,concept_78,204,concept_204,8.0,0.0
78,concept_78,224,concept_224,8.0,0.0
78,concept_78,266,concept_266,8.0,0.0
78,concept_78,301,concept_301,8.0,0.0
79,concept_79,98,concept_98,8.0,0.0
79,concept_79,147,concept_147,8.0,0.0
79,concept_79,166,concept_166,8.0,0.0
79,concept_79,170,concept_170,8.0,0.0
79,concept_79,234,concept_234,8.0,0.0
79,concept_79,256,concept_256,8.0,0.0
79,concept_79,282,concept_282,8.0,0.0
79,concept_79,291,concept_291,8.0,0.0
79,concept_79,296,concept_296,8.0,0.0
80,concept_80,105,concept_105,8.0,0.0
80,concept_80,130,concept_130,8.0,0.0
80,concept_80,189,concept_189,8.0,0.0
80,concept_80,224,concept_224,8.0,0.0
80,concept_80,282,concept_282,8.0,0.0
81,concept_81,95,concept_95,8.0,0.0
81,concept_81,102,concept_102,8.0,0.0
81,concept_81,194,concept_194,8.0,0.0
81,concept_81,253,concept_253,8.0,0.0
82,concept_82,108,concept_108,8.0,0.0
82,concept_82,120,concept_120,8.0,0.0
82,concept_82,123,concept_123,8.0,0.0
82,concept_82,152,concept_152,8.0,0.0
82,concept_82,182,concept_182,8.0,0.0
82,concept_82,200,concept_200,8.0,0.0
82,concept_82,212,concept_212,8.0,0.0
82,concept_82,235,concept_235,8.0,0.0
82,concept_82,268,concept_268,8.0,0.0
82,concept_82,304,concept_304,8.0,0.0
83,concept_83,90,concept_90,8.0,0.0
83,concept_83,132,concept_132,8.0,0.0
83,concept_83,213,concept_213,8.0,0.0
83,concept_83,274,concept_274,8.0,0.0
83,concept_83,304,concept_304,8.0,0.0
84,concept_84,128,concept_128,8.0,0.0
84,concept_84,171,concept_171,8.0,0.0
84,concept_84,191,concept_191,8.0,0.0
84,concept_84,250,concept_250,8.0,0.0
84,concept_84,256,concept_256,8.0,0.0
84,concept_84,280,concept_280,8.0,0.0
84,concept_84,285,concept_285,8.0,0.0
85,concept_85,136,concept_136,8.0,0.0
85,concept_85,192,concept_192,8.0,0.0
85,concept_85,214,concept_214,8.0,0.0
85,concept_85,258,concept_258,8.0,0.0
85,concept_85,290,concept_290,8.0,0.0
86,concept_86,93,concept_93,8.0,0.0
86,concept_86,182,concept_182,8.0,0.0
86,concept_86,230,concept_230,8.0,0.0
86,concept_86,272,concept_272,8.0,0.0
86,concept_86,273,concept_273,8.0,0.0
86,concept_86,309,concept_309,8.0,0.0
87,concept_87,134,concept_134,8.0,0.0
87,concept_87,152,concept_152,8.0,0.0
87,concept_87,157,concept_157,8.0,0.0
87,concept_87,159,concept_159,8.0,0.0
87,concept_87,174,concept_174,8.0,0.0
87,concept_87,204,concept_204,8.0,0.0
87,concept_87,213,concept_213,8.0,0.0
87,concept_87,242,concept_242,8.0,0.0
87,concept_87,253,concept_253,8.0,0.0
87,concept_87,262,concept_262,8.0,0.0
87,concept_87,299,concept_299,8.0,0.0
87,concept_87,304,concept_304,8.0,0.0
88,concept_88,102,concept_102,8.0,0.0
88,concept_88,125,concept_125,8.0,0.0
88,concept_88,129,concept_129,8.0,0.0
88,concept_88,176,concept_176,8.0,0.0
88,concept_88,206,concept_206,8.0,0.0
88,concept_88,237,concept_237,8.0,0.0
88,concept_88,239,concept_239,8.0,0.0
88,concept_88,248,concept_248,8.0,0.0
89,concept_89,102,concept_102,8.0,0.0
89,concept_89,106,concept_106,8.0,0.0
89,concept_89,152,concept_152,8.0,0.0
89,concept_89,176,concept_176,8.0,0.0
89,concept_89,229,concept_229,8.0,0.0
89,concept_89,245,concept_245,8.0,0.0
89,concept_89,251,concept_251,8.0,0.0
89,concept_89,260,concept_260,8.0,0.0
89,concept_89,293,concept_293,8.0,0.0
90,concept_90,108,concept_108,8.0,0.0
90,concept_90,113,concept_113,8.0,0.0
90,concept_90,280,concept_280,8.0,0.0
91,concept_91,120,concept_120,8.0,0.0
91,concept_91,124,concept_124,8.0,0.0
91,concept_91,138,concept_138,8.0,0.0
91,concept_91,144,concept_144,8.0,0.0
91,concept_91,156,concept_156,8.0,0.0
91,concept_91,160,concept_160,8.0,0.0
91,concept_91,189,concept_189,8.0,0.0
92,concept_92,157,concept_157,8.0,0.0
92,concept_92,187,concept_187,8.0,0.0
92,concept_92,229,concept_229,8.0,0.0
92,concept_92,293,concept_293,8.0,0.0
93,concept_93,129,concept_129,8.0,0.0
93,concept_93,204,concept_204,8.0,0.0
93,concept_93,261,concept_261,8.0,0.0
93,concept_93,306,concept_306,8.0,0.0
94,concept_94,103,concept_103,8.0,0.0
94,concept_94,148,concept_148,8.0,0.0
94,concept_94,222,concept_222,8.0,0.0
94,concept_94,248,concept_248,8.0,0.0
94,concept_94,291,concept_291,8.0,0.0
95,concept_95,97,concept_97,8.0,0.0
95,concept_95,122,concept_122,8.0,0.0
95,concept_95,127,concept_127,8.0,0.0
95,concept_95,184,concept_184,8.0,0.0
95,concept_95,186,concept_186,8.0,0.0
95,concept_95,285,concept_285,8.0,0.0
95,concept_95,287,concept_287,8.0,0.0
96,concept_96,140,concept_140,8.0,0.0
96,concept_96,148,concept_148,8.0,0.0
96,concept_96,275,concept_275,8.0,0.0
96,concept_96,297,concept_297,8.0,0.0
96,concept_96,303,concept_303,8.0,0.0
97,concept_97,99,concept_99,8.0,0.0
97,concept_97,120,concept_120,8.0,0.0
97,concept_97,171,concept_171,8.0,0.0
97,concept_97,198,concept_198,8.0,0.0
97,concept_97,199,concept_199,8.0,0.0
97,concept_97,232,concept_232,8.0,0.0
97,concept_97,250,concept_250,8.0,0.0
98,concept_98,112,concept_112,8.0,0.0
98,concept_98,115,concept_115,8.0,0.0
98,concept_98,139,concept_139,8.0,0.0
98,concept_98,154,concept_154,8.0,0.0
98,concept_98,204,concept_204,8.0,0.0
98,concept_98,217,concept_217,8.0,0.0
98,concept_98,279,concept_279,8.0,0.0
98,concept_98,297,concept_297,8.0,0.0
99,concept_99,154,concept_154,8.0,0.0
99,concept_99,197,concept_197,8.0,0.0
99,concept_99,205,concept_205,8.0,0.0
99,concept_99,269,concept_269,8.0,0.0
100,concept_100,128,concept_128,8.0,0.0
100,concept_100,139,concept_139,8.0,0.0
100,concept_100,177,concept_177,8.0,0.0
100,concept_100,250,concept_250,8.0,0.0
100,concept_100,285,concept_285,8.0,0.0
100,concept_100,287,concept_287,8.0,0.0
100,concept_100,296,concept_296,8.0,0.0
101,concept_101,103,concept_103,8.0,0.0
101,concept_101,130,concept_130,8.0,0.0
101,concept_101,280,concept_280,8.0,0.0
102,concept_102,169,concept_169,8.0,0.0
102,concept_102,177,concept_177,8.0,0.0
102,concept_102,207,concept_207,8.0,0.0
102,concept_102,250,concept_250,8.0,0.0
102,concept_102,267,concept_267,8.0,0.0
102,concept_102,295,concept_295,8.0,0.0
103,concept_103,122,concept_122,8.0,0.0
103,concept_103,130,concept_130,8.0,0.0
103,concept_103,192,concept_192,8.0,0.0
103,concept_103,231,concept_231,8.0,0.0
103,concept_103,248,concept_248,8.0,0.0
103,concept_103,272,concept_272,8.0,0.0
103,concept_103,291,concept_291,8.0,0.0
104,concept_104,113,concept_113,8.0,0.0
104,concept_104,140,concept_140,8.0,0.0
104,concept_104,280,concept_280,8.0,0.0
105,concept_105,113,concept_113,8.0,0.0
105,concept_105,200,concept_200,8.0,0.0
105,concept_105,249,concept_249,8.0,0.0
105,concept_105,251,concept_251,8.0,0.0
105,concept_105,264,concept_264,8.0,0.0
105,concept_105,277,concept_277,8.0,0.0
105,concept_105,292,concept_292,8.0,0.0
105,concept_105,296,concept_296,8.0,0.0
105,concept_105,309,concept_309,8.0,0.0
106,concept_106,124,concept_124,8.0,0.0
106,concept_106,128,concept_128,8.0,0.0
106,concept_106,177,concept_177,8.0,0.0
106,concept_106,224,concept_224,8.0,0.0
106,concept_106,252,concept_252,8.0,0.0
106,concept_106,267,concept_267,8.0,0.0
106,concept_106,280,concept_280,8.0,0.0
106,concept_106,282,concept_282,8.0,0.0
106,concept_106,287,concept_287,8.0,0.0
106,concept_106,303,concept_303,8.0,0.0
107,concept_107,113,concept_113,8.0,0.0
107,concept_107,134,concept_134,8.0,0.0
107,concept_107,157,concept_157,8.0,0.0
107,concept_107,187,concept_187,8.0,0.0
107,concept_107,190,concept_190,8.0,0.0
107,concept_107,202,concept_202,8.0,0.0
107,concept_107,205,concept_205,8.0,0.0
107,concept_107,209,concept_209,8.0,0.0
107,concept_107,294,concept_294,8.0,0.0
107,concept_107,296,concept_296,8.0,0.0
108,concept_108,152,concept_152,8.0,0.0
108,concept_108,208,concept_208,8.0,0.0
108,concept_108,236,concept_236,8.0,0.0
108,concept_108,244,concept_244,8.0,0.0
109,concept_109,181,concept_181,8.0,0.0
109,concept_109,208,concept_208,8.0,0.0
109,concept_109,248,concept_248,8.0,0.0
110,concept_110,113,concept_113,8.0,0.0
110,concept_110,161,concept_161,8.0,0.0
110,concept_110,177,concept_177,8.0,0.0
110,concept_110,186,concept_186,8.0,0.0
110,concept_110,190,concept_190,8.0,0.0
110,concept_110,252,concept_252,8.0,0.0
110,concept_110,257,concept_257,8.0,0.0
110,concept_110,263,concept_263,8.0,0.0
110,concept_110,285,concept_285,8.0,0.0
111,concept_111,285,concept_285,8.0,0.0
112,concept_112,119,concept_119,8.0,0.0
112,concept_112,134,concept_134,8.0,0.0
112,concept_112,179,concept_179,8.0,0.0
112,concept_112,194,concept_194,8.0,0.0
112,concept_112,196,concept_196,8.0,0.0
112,concept_112,215,concept_215,8.0,0.0
112,concept_112,270,concept_270,8.0,0.0
112,concept_112,290,concept_290,8.0,0.0
112,concept_112,294,concept_294,8.0,0.0
113,concept_113,127,concept_127,8.0,0.0
113,concept_113,154,concept_154,8.0,0.0
113,concept_113,158,concept_158,8.0,0.0
113,concept_113,172,concept_172,8.0,0.0
113,concept_113,188,concept_188,8.0,0.0
113,concept_113,260,concept_260,8.0,0.0
113,concept_113,292,concept_292,8.0,0.0
114,concept_114,247,concept_247,8.0,0.0
114,concept_114,311,concept_311,8.0,0.0
115,concept_115,210,concept_210,8.0,0.0
115,concept_115,234,concept_234,8.0,0.0
115,concept_115,278,concept_278,8.0,0.0
116,concept_116,251,concept_251,8.0,0.0
116,concept_116,267,concept_267,8.0,0.0
116,concept_116,296,concept_296,8.0,0.0
116,concept_116,297,concept_297,8.0,0.0
116,concept_116,300,concept_300,8.0,0.0
117,concept_117,296,concept_296,8.0,0.0
118,concept_118,227,concept_227,8.0,0.0
118,concept_118,228,concept_228,8.0,0.0
118,concept_118,231,concept_231,8.0,0.0
118,concept_118,294,concept_294,8.0,0.0
119,concept_119,127,concept_127,8.0,0.0
119,concept_119,175,concept_175,8.0,0.0
119,concept_119,180,concept_180,8.0,0.0
119,concept_119,206,concept_206,8.0,0.0
119,concept_119,301,concept_301,8.0,0.0
120,concept_120,169,concept_169,8.0,0.0
120,concept_120,174,concept_174,8.0,0.0
120,concept_120,189,concept_189,8.0,0.0
120,concept_120,230,concept_230,8.0,0.0
120,concept_120,245,concept_245,8.0,0.0
120,concept_120,277,concept_277,8.0,0.0
120,concept_120,305,concept_305,8.0,0.0
121,concept_121,167,concept_167,8.0,0.0
121,concept_121,189,concept_189,8.0,0.0
121,concept_121,191,concept_191,8.0,0.0
121,concept_121,252,concept_252,8.0,0.0
122,concept_122,159,concept_159,8.0,0.0
122,concept_122,168,concept_168,8.0,0.0
122,concept_122,187,concept_187,8.0,0.0
122,concept_122,205,concept_205,8.0,0.0
122,concept_122,290,concept_290,8.0,0.0
122,concept_122,307,concept_307,8.0,0.0
123,concept_123,167,concept_167,8.0,0.0
123,concept_123,259,concept_259,8.0,0.0
124,concept_124,194,concept_194,8.0,0.0
124,concept_124,208,concept_208,8.0,0.0
124,concept_124,215,concept_215,8.0,0.0
124,concept_124,246,concept_246,8.0,0.0
125,concept_125,210,concept_210,8.0,0.0
126,concept_126,128,concept_128,8.0,0.0
126,concept_126,154,concept_154,8.0,0.0
126,concept_126,205,concept_205,8.0,0.0
126,concept_126,207,concept_207,8.0,0.0
126,concept_126,227,concept_227,8.0,0.0
126,concept_126,251,concept_251,8.0,0.0
127,concept_127,128,concept_128,8.0,0.0
127,concept_127,184,concept_184,8.0,0.0
127,concept_127,193,concept_193,8.0,0.0
127,concept_127,215,concept_215,8.0,0.0
127,concept_127,242,concept_242,8.0,0.0
127,concept_127,246,concept_246,8.0,0.0
127,concept_127,260,concept_260,8.0,0.0
127,concept_127,294,concept_294,8.0,0.0
128,concept_128,172,concept_172,8.0,0.0
128,concept_128,179,concept_179,8.0,0.0
128,concept_128,203,concept_203,8.0,0.0
128,concept_128,246,concept_246,8.0,0.0
128,concept_128,248,concept_248,8.0,0.0
128,concept_128,262,concept_262,8.0,0.0
128,concept_128,273,concept_273,8.0,0.0
128,concept_128,277,concept_277,8.0,0.0
128,concept_128,284,concept_284,8.0,0.0
129,concept_129,161,concept_161,8.0,0.0
129,concept_129,162,concept_162,8.0,0.0
129,concept_129,187,concept_187,8.0,0.0
129,concept_129,202,concept_202,8.0,0.0
129,concept_129,218,concept_218,8.0,0.0
129,concept_129,239,concept_239,8.0,0.0
129,concept_129,246,concept_246,8.0,0.0
130,concept_130,131,concept_131,8.0,0.0
130,concept_130,284,concept_284,8.0,0.0
131,concept_131,159,concept_159,8.0,0.0
131,concept_131,185,concept_185,8.0,0.0
131,concept_131,251,concept_251,8.0,0.0
131,concept_131,267,concept_267,8.0,0.0
133,concept_133,147,concept_147,8.0,0.0
133,concept_133,156,concept_156,8.0,0.0
133,concept_133,177,concept_177,8.0,0.0
133,concept_133,198,concept_198,8.0,0.0
133,concept_133,237,concept_237,8.0,0.0
133,concept_133,241,concept_241,8.0,0.0
133,concept_133,257,concept_257,8.0,0.0
133,concept_133,273,concept_273,8.0,0.0
133,concept_133,305,concept_305,8.0,0.0
133,concept_133,307,concept_307,8.0,0.0
134,concept_134,154,concept_154,8.0,0.0
134,concept_134,182,concept_182,8.0,0.0
134,concept_134,199,concept_199,8.0,0.0
134,concept_134,267,concept_267,8.0,0.0
135,concept_135,145,concept_145,8.0,0.0
135,concept_135,182,concept_182,8.0,0.0
135,concept_135,243,concept_243,8.0,0.0
135,concept_135,263,concept_263,8.0,0.0
135,concept_135,311,concept_311,8.0,0.0
136,concept_136,195,concept_195,8.0,0.0
138,concept_138,153,concept_153,8.0,0.0
138,concept_138,166,concept_166,8.0,0.0
138,concept_138,221,concept_221,8.0,0.0
138,concept_138,258,concept_258,8.0,0.0
138,concept_138,298,concept_298,8.0,0.0
139,concept_139,258,concept_258,8.0,0.0
139,concept_139,275,concept_275,8.0,0.0
139,concept_139,288,concept_288,8.0,0.0
140,concept_140,181,concept_181,8.0,0.0
140,concept_140,221,concept_221,8.0,0.0
140,concept_140,229,concept_229,8.0,0.0
140,concept_140,230,concept_230,8.0,0.0
140,concept_140,238,concept_238,8.0,0.0
140,concept_140,242,concept_242,8.0,0.0
144,concept_144,184,concept_184,8.0,0.0
144,concept_144,246,concept_246,8.0,0.0
144,concept_144,254,concept_254,8.0,0.0
144,concept_144,264,concept_264,8.0,0.0
145,concept_145,271,concept_271,8.0,0.0
146,concept_146,234,concept_234,8.0,0.0
147,concept_147,167,concept_167,8.0,0.0
147,concept_147,216,concept_216,8.0,0.0
147,concept_147,254,concept_254,8.0,0.0
147,concept_147,261,concept_261,8.0,0.0
147,concept_147,277,concept_277,8.0,0.0
147,concept_147,305,concept_305,8.0,0.0
147,concept_147,306,concept_306,8.0,0.0
148,concept_148,223,concept_223,8.0,0.0
148,concept_148,230,concept_230,8.0,0.0
148,concept_148,237,concept_237,8.0,0.0
149,concept_149,150,concept_150,8.0,0.0
149,concept_149,170,concept_170,8.0,0.0
149,concept_149,191,concept_191,8.0,0.0
150,concept_150,156,concept_156,8.0,0.0
150,concept_150,169,concept_169,8.0,0.0
150,concept_150,171,concept_171,8.0,0.0
150,concept_150,203,concept_203,8.0,0.0
150,concept_150,261,concept_261,8.0,0.0
152,concept_152,175,concept_175,8.0,0.0
152,concept_152,177,concept_177,8.0,0.0
152,concept_152,200,concept_200,8.0,0.0
152,concept_152,207,concept_207,8.0,0.0
152,concept_152,233,concept_233,8.0,0.0
152,concept_152,245,concept_245,8.0,0.0
152,concept_152,273,concept_273,8.0,0.0
152,concept_152,305,concept_305,8.0,0.0
153,concept_153,182,concept_182,8.0,0.0
153,concept_153,191,concept_191,8.0,0.0
153,concept_153,192,concept_192,8.0,0.0
153,concept_153,256,concept_256,8.0,0.0
153,concept_153,280,concept_280,8.0,0.0
153,concept_153,287,concept_287,8.0,0.0
153,concept_153,293,concept_293,8.0,0.0
153,concept_153,297,concept_297,8.0,0.0
154,concept_154,159,concept_159,8.0,0.0
154,concept_154,168,concept_168,8.0,0.0
154,concept_154,214,concept_214,8.0,0.0
154,concept_154,237,concept_237,8.0,0.0
154,concept_154,251,concept_251,8.0,0.0
154,concept_154,265,concept_265,8.0,0.0
155,concept_155,212,concept_212,8.0,0.0
156,concept_156,181,concept_181,8.0,0.0
156,concept_156,276,concept_276,8.0,0.0
156,concept_156,282,concept_282,8.0,0.0
157,concept_157,191,concept_191,8.0,0.0
157,concept_157,201,concept_201,8.0,0.0
158,concept_158,263,concept_263,8.0,0.0
158,concept_158,280,concept_280,8.0,0.0
159,concept_159,163,concept_163,8.0,0.0
159,concept_159,166,concept_166,8.0,0.0
159,concept_159,199,concept_199,8.0,0.0
159,concept_159,208,concept_208,8.0,0.0
159,concept_159,250,concept_250,8.0,0.0
159,concept_159,261,concept_261,8.0,0.0
160,concept_160,188,concept_188,8.0,0.0
160,concept_160,189,concept_189,8.0,0.0
160,concept_160,204,concept_204,8.0,0.0
160,concept_160,225,concept_225,8.0,0.0
160,concept_160,228,concept_228,8.0,0.0
160,concept_160,248,concept_248,8.0,0.0
160,concept_160,255,concept_255,8.0,0.0
160,concept_160,284,concept_284,8.0,0.0
160,concept_160,293,concept_293,8.0,0.0
161,concept_161,212,concept_212,8.0,0.0
161,concept_161,218,concept_218,8.0,0.0
161,concept_161,268,concept_268,8.0,0.0
161,concept_161,289,concept_289,8.0,0.0
161,concept_161,311,concept_311,8.0,0.0
162,concept_162,191,concept_191,8.0,0.0
162,concept_162,194,concept_194,8.0,0.0
162,concept_162,290,concept_290,8.0,0.0
162,concept_162,293,concept_293,8.0,0.0
163,concept_163,265,concept_265,8.0,0.0
163,concept_163,287,concept_287,8.0,0.0
164,concept_164,189,concept_189,8.0,0.0
164,concept_164,258,concept_258,8.0,0.0
164,concept_164,278,concept_278,8.0,0.0
164,concept_164,300,concept_300,8.0,0.0
165,concept_165,171,concept_171,8.0,0.0
165,concept_165,237,concept_237,8.0,0.0
165,concept_165,252,concept_252,8.0,0.0
165,concept_165,254,concept_254,8.0,0.0
165,concept_165,273,concept_273,8.0,0.0
165,concept_165,275,concept_275,8.0,0.0
166,concept_166,182,concept_182,8.0,0.0
166,concept_166,278,concept_278,8.0,0.0
166,concept_166,297,concept_297,8.0,0.0
166,concept_166,300,concept_300,8.0,0.0
166,concept_166,306,concept_306,8.0,0.0
167,concept_167,175,concept_175,8.0,0.0
167,concept_167,186,concept_186,8.0,0.0
167,concept_167,216,concept_216,8.0,0.0
167,concept_167,234,concept_234,8.0,0.0
167,concept_167,251,concept_251,8.0,0.0
167,concept_167,254,concept_254,8.0,0.0
167,concept_167,291,concept_291,8.0,0.0
168,concept_168,201,concept_201,8.0,0.0
168,concept_168,226,concept_226,8.0,0.0
169,concept_169,241,concept_241,8.0,0.0
170,concept_170,185,concept_185,8.0,0.0
170,concept_170,209,concept_209,8.0,0.0
170,concept_170,247,concept_247,8.0,0.0
170,concept_170,308,concept_308,8.0,0.0
171,concept_171,193,concept_193,8.0,0.0
171,concept_171,195,concept_195,8.0,0.0
171,concept_171,247,concept_247,8.0,0.0
171,concept_171,259,concept_259,8.0,0.0
171,concept_171,264,concept_264,8.0,0.0
171,concept_171,291,concept_291,8.0,0.0
171,concept_171,308,concept_308,8.0,0.0
172,concept_172,177,concept_177,8.0,0.0
172,concept_172,205,concept_205,8.0,0.0
173,concept_173,177,concept_177,8.0,0.0
173,concept_173,192,concept_192,8.0,0.0
173,concept_173,195,concept_195,8.0,0.0
173,concept_173,233,concept_233,8.0,0.0
173,concept_173,272,concept_272,8.0,0.0
173,concept_173,278,concept_278,8.0,0.0
174,concept_174,181,concept_181,8.0,0.0
174,concept_174,208,concept_208,8.0,0.0
174,concept_174,216,concept_216,8.0,0.0
174,concept_174,245,concept_245,8.0,0.0
174,concept_174,278,concept_278,8.0,0.0
175,concept_175,242,concept_242,8.0,0.0
175,concept_175,253,concept_253,8.0,0.0
175,concept_175,299,concept_299,8.0,0.0
176,concept_176,206,concept_206,8.0,0.0
176,concept_176,236,concept_236,8.0,0.0
176,concept_176,238,concept_238,8.0,0.0
177,concept_177,202,concept_202,8.0,0.0
177,concept_177,208,concept_208,8.0,0.0
177,concept_177,210,concept_210,8.0,0.0
177,concept_177,245,concept_245,8.0,0.0
178,concept_178,226,concept_226,8.0,0.0
178,concept_178,251,concept_251,8.0,0.0
178,concept_178,266,concept_266,8.0,0.0
178,concept_178,280,concept_280,8.0,0.0
179,concept_179,184,concept_184,8.0,0.0
179,concept_179,190,concept_190,8.0,0.0
179,concept_179,251,concept_251,8.0,0.0
179,concept_179,266,concept_266,8.0,0.0
179,concept_179,303,concept_303,8.0,0.0
180,concept_180,246,concept_246,8.0,0.0
180,concept_180,264,concept_264,8.0,0.0
180,concept_180,288,concept_288,8.0,0.0
181,concept_181,210,concept_210,8.0,0.0
181,concept_181,297,concept_297,8.0,0.0
182,concept_182,219,concept_219,8.0,0.0
182,concept_182,305,concept_305,8.0,0.0
183,concept_183,303,concept_303,8.0,0.0
184,concept_184,189,concept_189,8.0,0.0
184,concept_184,214,concept_214,8.0,0.0
184,concept_184,237,concept_237,8.0,0.0
184,concept_184,251,concept_251,8.0,0.0
184,concept_184,309,concept_309,8.0,0.0
185,concept_185,220,concept_220,8.0,0.0
185,concept_185,221,concept_221,8.0,0.0
185,concept_185,247,concept_247,8.0,0.0
185,concept_185,274,concept_274,8.0,0.0
